dew,humidity,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,moonphase,conditions,Day,Month,Year,temp
1.1,29.2,32.4,35.3,234.4,1009.5,42.6,7.3,182.7,15.6,7,0.64,Partially cloudy,12,3,2012,22.2
3.5,36.8,32.4,40.7,241.9,1013.6,19.1,7.9,244.5,21.3,9,0.68,Clear,13,3,2012,19.3
1.3,39,32.4,31.3,257.3,1018.6,2.3,8.6,268.8,23.3,9,0.71,Clear,14,3,2012,16
5.8,55.4,32.4,44.349999999999994,272.1,1021,40.5,10.1,272.6,23.6,9,0.75,Partially cloudy,15,3,2012,14.8
4.6,52.8,32.4,33.5,297.5,1022.2,24.3,10.2,277.7,24,9,0.78,Partially cloudy,16,3,2012,14.4
0.4,45.1,32.4,31.3,6.9,1026.6,8,10.1,286.6,24.8,9,0.82,Clear,17,3,2012,12.6
0.5,46.1,32.4,42.5,32.1,1026.9,0,10,289.4,24.9,9,0.85,Clear,18,3,2012,12.2
2.2,49.6,32.4,31.3,10.1,1024.1,0,9.1,289.1,24.9,10,0.89,Clear,19,3,2012,14.1
7.5,62.9,32.4,31.3,1.4,1023,20.8,8.4,264.2,22.8,9,0.92,Partially cloudy,20,3,2012,14.9
7.1,61.7,32.4,25.9,7.4,1021.9,9.8,9,273.9,23.7,9,0.96,Clear,21,3,2012,15.8
6.8,58.7,32.4,29.5,17,1020.1,0.8,7.3,284.9,24.6,9,0,Clear,22,3,2012,16.8
7.2,58.4,32.4,31.3,21.2,1019.3,3.1,8.3,291.9,25.2,10,0.03,Clear,23,3,2012,16.7
7.3,60.5,32.4,33.5,22.5,1018,9,8.7,279.8,24.1,9,0.06,Clear,24,3,2012,16.3
8.3,60.6,32.4,22.3,357.6,1017.1,1.3,8.1,278.3,24,9,0.09,Clear,25,3,2012,16.7
9.1,62.2,32.4,22.3,326.4,1016.1,4.2,8.3,290.9,25.1,9,0.13,Clear,26,3,2012,16.9
9,61.6,32.4,22.3,295.1,1015.8,28.6,9.5,294.3,25.3,10,0.16,Partially cloudy,27,3,2012,17.2
8.4,59.1,32.4,22.3,298.2,1016.8,17.1,8.3,284.1,24.4,9,0.19,Clear,28,3,2012,17.4
5.3,48.6,32.4,37.1,9.1,1016.2,9.9,9.3,259.9,22.5,9,0.22,Clear,29,3,2012,16.7
5.6,51.7,32.4,16.6,354.4,1017.1,14.8,8.6,304.3,26.3,10,0.25,Clear,30,3,2012,16.1
2.9,36.1,32.4,25.9,64.9,1014.4,23.2,10,268.8,23.3,9,0.29,Partially cloudy,31,3,2012,19.5
1.4,29.2,32.4,44.349999999999994,180.3,1007.5,7.2,6.2,274.4,23.7,9,0.32,Clear,1,4,2012,24.3
10.1,56,32.4,24.1,337.7,1014.4,8.2,9.2,302.4,26.2,10,0.36,Clear,2,4,2012,19.8
10.8,61.4,32.4,33.5,24.6,1018.1,41.9,9.1,290.6,25.2,10,0.39,Partially cloudy,3,4,2012,19.3
9.2,57.8,32.4,33.5,41.4,1017.4,11.9,10,317.2,27.3,10,0.42,Clear,4,4,2012,19.6
11.3,56.5,32.4,24.1,29.6,1014.2,17.3,8.2,286.7,24.7,10,0.45,Clear,5,4,2012,21.9
2.5,29.2,32.4,23.2,58.6,1011.9,20.9,9.3,303.8,26.5,10,0.5,Partially cloudy,6,4,2012,27.8
2.4,29.2,32.4,33.5,225,1008.4,15.6,7.4,299.3,25.7,10,0.52,Clear,7,4,2012,29.6
3,29.2,32.4,33.5,262.6,1006.1,0,9,302.3,26.2,9,0.56,Clear,8,4,2012,28.7
9.6,47.2,32.4,20.5,332.5,1007.5,0,9.1,300.8,25.9,10,0.59,Clear,9,4,2012,22.4
4,37.6,32.4,37.1,274.3,1009.8,0.3,8.1,315.4,27.3,10,0.62,Clear,10,4,2012,21.7
6.8,47,32.4,29.5,350.1,1012.4,16.5,10.1,312.3,27.1,10,0.66,Clear,11,4,2012,18.9
7.5,51.7,32.4,25.9,30.5,1013.8,19.4,10,278.1,24,9,0.69,Clear,12,4,2012,18.2
3.1,34.1,32.4,25.9,66.5,1012.8,33.8,10,279.3,24,9,0.75,Partially cloudy,13,4,2012,22.4
2.3,29.2,32.4,24.1,28.1,1009.1,34,7,281.5,24.2,10,0.76,Partially cloudy,14,4,2012,27.4
7.5,35.9,32.4,33.5,296.6,1007.9,9.7,8.3,287.8,24.8,9,0.8,Clear,15,4,2012,25.6
9.4,53.6,32.4,25.9,21.5,1013.9,8,9.7,336.7,29,10,0.83,Clear,16,4,2012,20.2
1.7,39.4,32.4,35.3,57.1,1011.1,6.6,10,346.8,30,10,0.87,Clear,17,4,2012,22.5
-1.9,29.2,32.4,44.3,243.1,1008,30.6,5.1,244.5,21.2,9,0.9,Partially cloudy,18,4,2012,25.6
5.3,37.7,32.4,25.9,328.5,1014.8,2.5,5.7,266.6,23.2,9,0.93,Clear,19,4,2012,20.7
8.5,50.3,32.4,25.9,26.5,1015.4,39.8,10.1,285,24.6,10,0.97,Partially cloudy,20,4,2012,20.2
1.6,29.2,32.4,24.1,37.7,1015.9,13.2,10,337.1,29,10,0,Clear,21,4,2012,22.9
1.7,29.2,32.4,31.3,6.2,1014.6,0,10,324.5,28.1,10,0.04,Clear,22,4,2012,24.6
11.5,61.7,32.4,27.7,357,1014.6,6.5,8,326.3,28.3,10,0.07,Clear,23,4,2012,19.8
9.4,53.9,32.4,27.7,14.2,1014.6,7.9,9.7,339.2,29.3,10,0.1,Clear,24,4,2012,19.8
8.9,49.8,32.4,29.5,26.5,1015.3,0,10,345.1,29.7,10,0.14,Clear,25,4,2012,21.3
6.8,37.5,32.4,25.9,29.7,1015.6,0,10,333.7,28.7,10,0.17,Clear,26,4,2012,23.8
0.5,29.2,32.4,25.9,14.4,1013.6,1.8,10,336.5,29,10,0.21,Clear,27,4,2012,25.1
7.3,38.9,32.4,25.9,5.9,1012.6,50.7,10,313.3,27.1,10,0.24,Partially cloudy,28,4,2012,23.2
9.1,46.7,32.4,29.5,18.2,1011.1,11.3,10,327.4,28.3,10,0.25,Clear,29,4,2012,23.8
9.6,45.7,32.4,40.7,12.7,1008.6,69.2,10,270.5,23.5,10,0.31,Partially cloudy,30,4,2012,22.3
12.6,56.8,32.4,24.1,335.4,1007.5,12,9.2,303.6,26.2,9,0.34,Clear,1,5,2012,22.9
13.9,59.4,32.4,20.5,278.7,1009.1,2,8.8,320,27.8,10,0.37,Clear,2,5,2012,23.2
9.3,41.9,32.4,22.3,308,1008.8,12.1,10,337.8,29.3,10,0.41,Clear,3,5,2012,25.4
8.8,34.3,32.4,24.1,8,1009.9,38.1,10,307.3,26.7,9,0.44,Partially cloudy,4,5,2012,27.1
3.2,29.2,32.4,31.3,44.7,1010.4,21.7,10,334.2,28.8,10,0.48,Partially cloudy,5,5,2012,29.1
10.7,39.8,32.4,31.3,12.7,1011.6,14.1,9.6,331.7,28.6,10,0.5,Clear,6,5,2012,26.7
11.5,54.4,32.4,29.5,15.6,1012.6,6.3,9.3,351.7,30.4,10,0.54,Clear,7,5,2012,23.1
11.6,52,32.4,31.3,31.4,1010.8,19.7,10,344.3,29.8,10,0.58,Clear,8,5,2012,23.8
12.8,53.4,32.4,29.5,14.8,1010.8,9.6,9.7,345.3,29.6,10,0.61,Clear,9,5,2012,24.4
12.1,47.7,32.4,27.7,346.4,1013.7,0,8.5,346.5,29.9,10,0.64,Clear,10,5,2012,25.2
7.4,33,32.4,29.5,40.8,1014.3,5.2,10,344.1,29.7,10,0.68,Clear,11,5,2012,26.7
4.9,29.2,32.4,31.3,216.9,1010.3,0,9,338.7,29.2,10,0.75,Clear,12,5,2012,29.1
14.1,56.3,32.4,24.1,302.3,1011.1,28,8.4,315.3,27.1,9,0.74,Partially cloudy,13,5,2012,24.1
13.3,50.9,32.4,25.9,8.2,1011.7,32.3,9.5,325,28,10,0.78,Partially cloudy,14,5,2012,24.9
12.6,47.7,32.4,29.5,9.8,1013.8,0,10,349.6,30.3,10,0.81,Clear,15,5,2012,25.9
7.9,32.8,32.4,42.5,47.6,1012.7,5.6,9.5,351.6,30.4,10,0.85,Clear,16,5,2012,27.2
9.1,32.7,32.4,37.1,247.5,1008.2,8.5,8.8,335.4,29.1,10,0.88,Clear,17,5,2012,29.1
11.9,49.6,32.4,35.3,6,1010.3,3.3,10,349.6,30,10,0.91,Clear,18,5,2012,25.1
11.1,49.5,32.4,22.3,350.5,1014.2,15.6,10.1,342.8,29.7,10,0.95,Clear,19,5,2012,23.5
11.5,48.9,32.4,27.7,1.8,1015.7,3.5,10,351.3,30.4,10,0.98,Clear,20,5,2012,23.4
10.4,44.5,32.4,22.3,19.7,1014.9,30.6,10,342.4,29.7,10,0,Partially cloudy,21,5,2012,24.9
7.6,29.2,32.4,25.9,207.9,1012.7,47.5,9.5,312.9,27,9,0.05,Partially cloudy,22,5,2012,31.1
13.7,50.3,32.4,24.5,308.3,1014.3,0,8.8,312.5,27,10,0.08,Clear,23,5,2012,26.2
12.9,52.1,32.4,36,10.6,1014.7,5.1,10.1,328.6,28.5,10,0.12,Clear,24,5,2012,24.8
6.9,30.7,32.4,29.5,35.5,1012.3,34.7,10.1,298.3,25.7,9,0.15,Partially cloudy,25,5,2012,28.8
14.3,52.4,32.4,31.3,24.9,1013.8,54.2,10,297.2,25.7,9,0.19,Partially cloudy,26,5,2012,26.3
13.8,49.3,32.4,31.3,43.4,1013.6,77.9,10,171,14.8,6,0.22,Partially cloudy,27,5,2012,26.2
11.8,35.7,32.4,24.1,9.6,1008.6,12.1,8.3,312.4,26.7,10,0.25,Clear,28,5,2012,30.3
15,55.2,32.4,24.1,296.5,1012,29.9,10.1,308,26.6,10,0.29,Partially cloudy,29,5,2012,25.5
11.9,49.6,32.4,29.5,13.8,1016.3,13.3,8.8,357.8,30.8,10,0.33,Clear,30,5,2012,25
7.1,29.2,32.4,29.5,41.6,1014.5,13.3,10,349.8,30.1,10,0.36,Clear,31,5,2012,29.8
15.9,50.2,32.4,33.5,11.6,1014,0,10,333.5,28.9,10,0.39,Clear,1,6,2012,27.9
15,52.4,32.4,40.7,32.9,1015.4,0,10,336.3,29.1,10,0.43,Clear,2,6,2012,26.7
13.5,47.6,32.4,35.3,26.5,1013.8,5.4,10,331.6,28.5,9,0.46,Clear,3,6,2012,26.8
14.4,52.7,32.4,27.7,354.8,1013.1,6.4,8.3,354,30.7,10,0.5,Clear,4,6,2012,26.1
12.6,47.7,32.4,29.5,4.9,1012.7,2.3,9.1,363.4,31.4,10,0.53,Clear,5,6,2012,25.8
11.4,41.7,32.4,22.3,23.8,1011.4,0,9.3,359,31,10,0.56,Clear,6,6,2012,27.3
9.2,29.2,32.4,33.5,7.1,1008.5,0,10,347,29.8,10,0.6,Clear,7,6,2012,30.1
15.6,54.1,32.4,33.5,16.1,1009.4,4.2,10,353.9,30.4,10,0.63,Clear,8,6,2012,26.5
15.8,56,32.4,29.5,24.9,1009.9,4.2,10,351.9,30.4,10,0.66,Clear,9,6,2012,26.6
16.2,53.1,32.4,36,24,1009.5,0,10,354.6,30.6,10,0.7,Clear,10,6,2012,28
13.4,42.9,32.4,24.1,2.4,1009.7,0,10,352.6,30.4,10,0.75,Clear,11,6,2012,29.1
12.6,40.6,32.4,25.9,4,1009.2,0,10,362.2,31.4,10,0.76,Clear,12,6,2012,28.3
13.4,45.4,32.4,25.9,19.9,1007.9,0,10,366.1,31.7,10,0.8,Clear,13,6,2012,27.9
16.1,51.5,32.4,25.9,357.5,1007.6,0,9.1,360.7,31.3,10,0.83,Clear,14,6,2012,28.3
18.6,57.3,32.4,24.1,1.2,1007.4,6.3,8.1,347.6,29.9,10,0.86,Clear,15,6,2012,28.8
18.1,52.8,32.4,22.3,351.4,1006.4,0,8.3,350.9,30.4,10,0.89,Clear,16,6,2012,30.1
19.9,56.9,32.4,22.3,345.4,1007.2,0,8.3,349.8,30.2,10,0.93,Clear,17,6,2012,31
20.1,57.1,32.4,22.3,318.1,1007.6,0,7.7,344.4,29.7,10,0.96,Clear,18,6,2012,30.8
20.3,61.2,32.4,22.3,318.2,1007.3,1,8.2,348.2,30.1,10,0,Clear,19,6,2012,29.1
17.7,54.7,32.4,20.5,307.1,1005.6,1,9.7,353.2,30.4,10,0.03,Clear,20,6,2012,28.9
16.9,50.6,32.4,27.7,293.8,1004.4,4.2,7.9,351.1,30.2,10,0.06,Clear,21,6,2012,29.3
16.1,45.5,32.4,18.4,323.6,1007.4,0,9.4,341.9,29.6,10,0.1,Clear,22,6,2012,30.5
16.1,45.2,32.4,33.5,20.6,1010,12.7,9.7,341.6,29.5,10,0.13,Clear,23,6,2012,32.2
16.3,46.6,32.4,27.7,351.5,1009.4,0,10,351.7,30.5,10,0.17,Clear,24,6,2012,30.6
16.5,48.4,32.4,24.1,331.3,1009.1,0,9.3,354.8,30.7,10,0.2,Clear,25,6,2012,29.7
17.9,50.5,32.4,22.3,341.1,1010.5,0,10,352.7,30.5,10,0.24,Clear,26,6,2012,29.9
17.3,49.7,32.4,24.1,340.3,1009.3,0,9.5,355.5,30.8,10,0.25,Clear,27,6,2012,29.7
19.4,57.3,32.4,24.1,309.8,1007.4,15.5,9.4,352.6,30.4,10,0.31,Clear,28,6,2012,29.3
18.6,58.2,32.4,24.1,331.6,1007.6,1.1,10,357.9,31,10,0.35,Clear,29,6,2012,28.4
18.8,57.9,32.4,27.7,12.8,1006.9,3.2,9.5,351.7,30.3,10,0.38,Clear,30,6,2012,28.5
18.9,57.3,32.4,29.5,18,1007.1,12.5,9.5,354.5,30.5,10,0.42,Clear,1,7,2012,29.7
18.8,58.5,32.4,27.7,346.2,1007.2,2.1,8.9,354.3,30.5,10,0.45,Clear,2,7,2012,29.2
19.1,57.6,32.4,25.9,339.3,1007.6,3.2,9.4,346.7,30,10,0.5,Clear,3,7,2012,29
15.9,49.3,32.4,27.7,358.2,1008.4,2.1,9.4,359.7,31,10,0.52,Clear,4,7,2012,28.8
16,48.7,32.4,27.7,351.4,1008.4,1.7,10,359.8,31.1,10,0.55,Clear,5,7,2012,28.7
18.2,56.9,32.4,29.5,344.9,1007.7,14,7.9,355.2,30.7,10,0.59,Clear,6,7,2012,28.6
16.6,50.4,32.4,20.5,334.1,1007,0,9.5,356.9,30.8,10,0.62,Clear,7,7,2012,29.4
18.7,56.2,32.4,24.1,286.2,1005.1,20.8,10.1,354,30.3,10,0.65,Partially cloudy,8,7,2012,28.8
19.1,55.7,32.4,27.7,279.1,1003.6,25,10.2,345.2,29.8,10,0.68,Partially cloudy,9,7,2012,29.6
19.5,57.8,32.4,25.9,292.1,1005,14.1,10.1,344.1,29.6,10,0.72,Clear,10,7,2012,29.3
19.5,57.3,32.4,25.9,353.8,1007.3,4.2,9,344,29.7,10,0.75,Clear,11,7,2012,29.8
19.4,55,32.4,22.3,355.1,1006.4,0,8.5,351.6,30.2,10,0.78,Clear,12,7,2012,30.5
18.9,52.9,32.4,31.3,1.8,1005.8,0.9,7.9,345.9,29.9,10,0.81,Clear,13,7,2012,30.8
15.9,39.4,32.4,25.9,14.2,1005.9,0,9.8,347.3,30,10,0.85,Clear,14,7,2012,32.2
16.1,39.9,32.4,22.3,356.5,1006.2,0,10,343.7,29.7,10,0.88,Clear,15,7,2012,32.5
20.1,55.1,32.4,24.1,330.2,1006,22.8,7.6,344.5,29.7,10,0.91,Partially cloudy,16,7,2012,31.5
20,54.1,32.4,22.3,334.8,1005,0,8.6,348.6,30.1,10,0.94,Clear,17,7,2012,31.4
19.5,52,32.4,22.3,355.6,1004.6,0,9.7,345.9,29.9,10,0.98,Clear,18,7,2012,31.9
20.4,56.5,32.4,22.3,345,1006.6,6.3,8.7,342.2,29.7,10,0,Clear,19,7,2012,31.1
20.3,59.7,32.4,20.5,331.3,1008.5,0,8.5,336.7,29.2,10,0.04,Clear,20,7,2012,29.9
17.7,53.6,32.4,22.3,325.8,1008,8.5,10.1,355.3,30.7,10,0.08,Clear,21,7,2012,29
19.8,56.8,32.4,18.4,313.3,1006.1,6.3,9.2,343.7,29.8,10,0.12,Clear,22,7,2012,29.9
22.1,63.3,32.4,24.1,345.8,1007.1,1.1,7.8,332.2,28.8,10,0.15,Clear,23,7,2012,30.2
21.2,64.7,32.4,25.9,354.5,1009.1,0.8,8.1,348,30.1,10,0.19,Clear,24,7,2012,29.3
20.5,60.3,32.4,29.5,338.3,1007.8,3.1,8.5,340.9,29.5,10,0.22,Clear,25,7,2012,30.1
21.8,65.3,32.4,24.1,337.4,1007.2,0.5,8.1,330.2,28.5,10,0.25,Clear,26,7,2012,29.4
20.9,62.8,32.4,22.3,333.4,1006.3,3.3,8.3,336.6,29.1,10,0.29,Clear,27,7,2012,29.3
19.5,58.6,32.4,20.5,335.1,1005.2,4.2,10,346,29.7,10,0.33,Clear,28,7,2012,29.2
19.7,57.7,32.4,18.4,345.4,1004.7,14.6,8.6,347.5,30.2,10,0.37,Clear,29,7,2012,29.6
19.3,52.9,32.4,16.6,336,1003.9,0,10,341,29.6,10,0.4,Clear,30,7,2012,31
20.2,53.1,32.4,20.5,314.7,1003.6,12.8,6.6,327,28.3,10,0.44,Clear,31,7,2012,32.6
21.8,61,32.4,20.5,300.4,1005.4,1.1,7.6,336.6,29,10,0.47,Clear,1,8,2012,31.2
20.2,58.7,32.4,22.3,350.1,1009,0,7.7,334.9,29,10,0.5,Clear,2,8,2012,30.3
20.4,61,32.4,20.5,353.2,1010.7,1.1,9.2,338.5,29.2,10,0.54,Clear,3,8,2012,29.3
18.1,54.9,32.4,20.5,338.1,1010.3,0,10,341.1,29.4,10,0.57,Clear,4,8,2012,28.7
19.6,58,32.4,22.3,310.5,1009,18.8,9.5,332.7,28.7,10,0.61,Clear,5,8,2012,29.2
19.6,56.5,32.4,24.1,326.2,1006.7,6.8,9.7,337.8,29.3,10,0.64,Clear,6,8,2012,30
20.3,56.1,32.4,25.9,336.2,1004.8,3.4,7.7,336.9,29.1,10,0.67,Clear,7,8,2012,31
14,35,32.4,24.1,17.8,1005.7,0,9.8,330.6,28.5,10,0.7,Clear,8,8,2012,33.1
15.2,37.3,32.4,29.5,8.1,1007.6,0,10,326.5,28.2,10,0.75,Clear,9,8,2012,32.9
15.6,38.3,32.4,20.5,4.6,1006.9,0.4,9.8,328.6,28.4,10,0.77,Clear,10,8,2012,32.4
19.8,52.2,32.4,24.1,353.9,1006.9,0,9.8,323.2,27.8,10,0.8,Clear,11,8,2012,31.9
17,47.6,32.4,25.9,4.8,1008.5,0,8.2,328.4,28.4,10,0.83,Clear,12,8,2012,31.6
14.7,36.1,32.4,33.5,49.4,1007.9,0,10,328.5,28.1,10,0.86,Clear,13,8,2012,33.1
18.8,56.1,32.4,29.5,351.6,1009.5,5.3,8.5,317.2,27.5,10,0.9,Clear,14,8,2012,29.3
17.2,50.7,32.4,25.9,317.3,1009.7,0,10,321.6,27.9,10,0.93,Clear,15,8,2012,28.8
17.2,50.8,32.4,20.5,322.2,1008.1,0,9.5,332.8,28.8,10,0.96,Clear,16,8,2012,29.2
18.9,54.9,32.4,20.5,353.8,1007.4,1.3,9.2,327.9,28.1,10,0,Clear,17,8,2012,29.7
18.3,51,32.4,24.1,353.5,1007.6,0,8.4,327.4,28.1,10,0.03,Clear,18,8,2012,30.3
19.9,58.2,32.4,22.3,345.8,1009.1,0,7.9,322.8,28,10,0.06,Clear,19,8,2012,29.9
18.8,57.8,32.4,25.9,345.1,1008.7,6.5,9.7,319.4,27.6,10,0.1,Clear,20,8,2012,29.2
19.5,61.2,32.4,27.7,354.4,1009.6,14,8.8,320.2,27.7,10,0.13,Clear,21,8,2012,29.1
18.1,54.6,32.4,24.1,348.7,1011.1,4.2,9.4,323.8,28.1,10,0.17,Clear,22,8,2012,29.2
18.3,58.5,32.4,22.3,352.3,1010,10.4,9.6,324.7,28.2,10,0.21,Clear,23,8,2012,28.3
18.4,57.3,32.4,24.1,353.4,1009,11,9.1,327.9,28.3,10,0.25,Clear,24,8,2012,29.1
18.2,56,32.4,25.9,354.4,1008.6,15.6,8.6,322.8,28,10,0.28,Clear,25,8,2012,29.6
16.7,52,32.4,18.4,346.6,1008.2,1.5,7.3,321.7,27.8,10,0.31,Clear,26,8,2012,30
16.6,49.1,32.4,20.5,334.2,1007.5,0,8.8,322.3,27.8,10,0.35,Clear,27,8,2012,30.2
20,60.4,32.4,22.3,326.1,1006.7,11.1,9.1,311.8,26.9,10,0.39,Clear,28,8,2012,29.1
19.8,62.4,32.4,22.3,300.5,1007.5,10.3,9.1,304.7,26.3,10,0.42,Clear,29,8,2012,28.5
19.7,60.5,32.4,22.3,345.3,1009.5,15.2,7.6,304.6,26.2,10,0.46,Clear,30,8,2012,28.8
18.7,57.7,32.4,22.3,338.2,1010.3,16.7,9.4,306,26.5,10,0.5,Clear,31,8,2012,28.6
17.9,57.5,32.4,24.1,354.7,1010.7,0,9.7,317.6,27.3,10,0.53,Clear,1,9,2012,27.6
19,61.1,32.4,27.7,357.2,1011.4,15.7,7,309,26.8,10,0.56,Clear,2,9,2012,28.1
18.8,61.2,32.4,24.1,330.8,1010,10.4,9.4,307.7,26.8,10,0.59,Clear,3,9,2012,28
21.1,67.2,32.4,27.7,344.1,1009,32.2,9.1,299.1,25.9,9,0.62,Partially cloudy,4,9,2012,28.3
18.5,59.8,32.4,25.9,342.9,1010.2,5.8,9.3,300.2,25.9,10,0.66,Clear,5,9,2012,28.1
18,58.7,32.4,27.7,343.7,1010.8,14.2,7.7,294.2,25.2,9,0.69,Clear,6,9,2012,27.9
18.1,59.6,32.4,24.1,348.6,1010.3,4.2,8.7,299.8,25.8,10,0.72,Clear,7,9,2012,27.9
17.8,57.8,32.4,22.3,342.6,1008.7,11.1,9.7,299.1,25.8,10,0.75,Clear,8,9,2012,27.4
17.8,58,32.4,22.3,304,1008.7,28,8.3,293.4,25.6,9,0.78,Partially cloudy,9,9,2012,27.2
19.5,63.3,32.4,24.1,341.2,1010.1,8.3,9.4,282.8,24.5,9,0.82,Clear,10,9,2012,27.8
18.9,63.4,32.4,24.1,313.9,1011.2,9.3,10.1,294.3,25.6,9,0.85,Clear,11,9,2012,27.1
17.7,60.8,32.4,24.1,337.7,1011.4,25,9.5,296.5,25.7,10,0.88,Partially cloudy,12,9,2012,26.5
15.6,54.7,32.4,44.349999999999994,11.4,1012,18.8,9.5,293.3,25.3,9,0.91,Clear,13,9,2012,26
16,56.2,32.4,29.5,24,1013.1,7.8,10.1,294.8,25.4,10,0.95,Clear,14,9,2012,25.9
17.5,59.9,32.4,24.1,24.2,1009.6,0,9.5,289.5,25.1,9,0.98,Clear,15,9,2012,26.5
14.4,46.5,32.4,22.3,30.8,1009.1,0,10,288,24.9,9,0,Clear,16,9,2012,28.6
11,32.8,32.4,27.7,38.4,1010.4,0,9.3,287.5,24.9,9,0.05,Clear,17,9,2012,29.9
15.5,47.7,32.4,31.3,37.8,1010.8,0.7,10,285.1,24.7,9,0.08,Clear,18,9,2012,28.4
20.5,69.2,32.4,29.5,15.8,1011.4,6.7,9.4,276.9,23.9,9,0.12,Clear,19,9,2012,27.2
17.4,59.9,32.4,27.7,14.7,1012.7,17.1,8.7,280.1,24.1,9,0.15,Clear,20,9,2012,26.5
17.7,60.6,32.4,29.5,12.1,1013.5,33.9,9.5,274.9,23.7,9,0.19,Partially cloudy,21,9,2012,26.4
17.5,61.5,32.4,31.3,15.4,1013.8,27.8,9,280.1,24.1,9,0.25,Partially cloudy,22,9,2012,26
16.1,59.1,32.4,25.9,8.5,1014.6,7.6,10.1,277.2,24.1,9,0.26,Clear,23,9,2012,25.2
14.9,56.2,32.4,20.5,1.9,1012.7,0.9,9.3,278.4,24,9,0.3,Clear,24,9,2012,24.9
15.4,57.1,32.4,20.5,13.3,1011.9,29.3,9.1,270.7,23.5,9,0.33,Partially cloudy,25,9,2012,25.1
16.1,57.8,32.4,29.5,32,1012.8,14.6,9.5,270,23.4,9,0.37,Clear,26,9,2012,25.8
16.4,58.1,32.4,25.9,34.8,1012.7,1.2,9.2,270.1,23.5,9,0.4,Clear,27,9,2012,26.2
16.4,54.4,32.4,24.1,25.8,1013.2,0,9.8,261,22.5,9,0.44,Clear,28,9,2012,27.3
17.3,57.8,32.4,20.5,14.7,1013.4,5.7,8.7,249.8,21.6,8,0.47,Clear,29,9,2012,27.1
18,61.6,32.4,24.1,17.8,1014.4,25,7.1,243.1,21,8,0.5,Partially cloudy,30,9,2012,26.9
16.9,56.7,32.4,20.5,32.8,1015.2,45.4,10.1,224.2,19.4,8,0.54,Partially cloudy,1,10,2012,26.7
18.1,62,32.4,24.1,358.9,1015.8,1.7,8.1,247.3,21.2,8,0.57,Clear,2,10,2012,26.7
17.2,60.9,32.4,24.1,358.2,1016.3,4.3,8,259.4,22.4,9,0.61,Clear,3,10,2012,26
18.7,65.4,32.4,25.9,2.2,1014.1,40.1,7.5,223.9,19.3,8,0.64,Partially cloudy,4,10,2012,26.3
16.8,58.6,32.4,22.3,320.8,1013.9,21.3,9.6,246.3,21.2,8,0.67,Partially cloudy,5,10,2012,26.2
16.2,58.3,32.4,20.5,327.2,1014.4,22,7.8,253,21.8,9,0.7,Partially cloudy,6,10,2012,25.5
16.6,59.6,32.4,24.1,313.4,1014.3,33.9,7.8,245.1,21.2,8,0.74,Partially cloudy,7,10,2012,25.4
16,58.2,32.4,24.1,1.4,1014.3,19.9,8.5,248.1,21.4,8,0.75,Clear,8,10,2012,25.2
13.9,50.4,32.4,22.3,346.3,1012.8,14.5,10.1,249.6,21.7,9,0.8,Clear,9,10,2012,26
13.4,46.9,32.4,16.6,158.9,1010.5,12.8,9.9,244.5,21.1,8,0.83,Clear,10,10,2012,26.7
12.2,40.9,32.4,22.3,238.6,1011,8.5,9.2,241.8,21,8,0.87,Clear,11,10,2012,27
16.7,60.9,32.4,27.7,37.3,1014.7,10.4,10.1,243.1,21.1,8,0.9,Clear,12,10,2012,25.4
17.3,64.8,32.4,31.3,27.2,1015.1,17.7,10.1,237.7,20.5,8,0.93,Clear,13,10,2012,24.9
17.5,66.6,32.4,35.3,31.6,1014.4,41.5,9.6,234.8,20.2,8,0.96,Partially cloudy,14,10,2012,24.8
18.4,69.3,32.4,33.5,34.2,1014.9,31.8,9.4,204.6,17.7,7,0,Partially cloudy,15,10,2012,24.9
20.2,70.3,32.4,37.1,36.2,1015,65,10.1,197.7,17.2,8,0.03,Partially cloudy,16,10,2012,26.5
20.1,67.8,32.4,29.5,29.6,1014.2,43.3,10.1,123.6,10.6,4,0.07,Partially cloudy,17,10,2012,27.4
18.3,65.6,32.4,29.5,34.3,1012.6,6.4,8,214.3,18.5,8,0.1,Clear,18,10,2012,26.3
17.1,63.3,32.4,25.9,25.6,1012.2,5.9,8.1,216.1,18.7,8,0.14,Clear,19,10,2012,26
17.4,67.4,32.4,20.5,358.4,1011.6,6.3,5.8,225.8,19.6,8,0.17,Clear,20,10,2012,24.6
18.4,70,32.4,22.3,0.6,1011.6,12.1,6.3,210.1,18.1,7,0.21,Clear,21,10,2012,25
16.4,62.8,32.4,44.349999999999994,23.7,1013.3,6.5,7.9,217.6,18.7,8,0.25,Clear,22,10,2012,24.8
14.5,56.1,32.4,24.1,3.9,1014,43.2,9.8,211.8,18.3,7,0.28,Partially cloudy,23,10,2012,24.8
14.8,60,32.4,18.4,23.9,1012.1,50.2,10.1,199.5,17.3,7,0.31,Partially cloudy,24,10,2012,24
12.9,53.4,32.4,18.4,24.4,1011.9,32.2,9.9,211.3,18.2,8,0.35,Partially cloudy,25,10,2012,24.3
14.1,56.9,32.4,21.8,38.4,1012.5,17.4,10.1,211,18.2,8,0.38,Clear,26,10,2012,23.8
13.2,55.3,32.4,24.1,44.6,1013.9,0,10,213.6,18.3,8,0.42,Clear,27,10,2012,23.5
